"lab_name","test_performed","test_type","tests_positive","tests_negative","gmp_indication"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-15T00:00:00Z","1477",2,652,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-16T00:00:00Z","1477",6,734,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-16T00:00:00Z","1477",0,222,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-16T00:00:00Z","1477",0,260,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-16T00:00:00Z","1477",0,53,"profilaktika"
"UAB ""Baltic Medics""","2020-07-16T00:00:00Z","1477",0,71,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-16T00:00:00Z","1477",2,94,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-07-16T00:00:00Z","1477",0,86,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-16T00:00:00Z","1477",0,237,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-16T00:00:00Z","1477",0,245,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-16T00:00:00Z","1477",0,393,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-16T00:00:00Z","1477",1,18,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-16T00:00:00Z","1477",0,319,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-16T00:00:00Z","1477",0,15,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-16T00:00:00Z","1477",5,483,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-17T00:00:00Z","1477",5,703,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-17T00:00:00Z","1477",1,346,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-17T00:00:00Z","1477",4,411,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-17T00:00:00Z","1477",0,48,"profilaktika"
"UAB ""Baltic Medics""","2020-07-17T00:00:00Z","1477",0,57,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-17T00:00:00Z","1477",2,222,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-07-17T00:00:00Z","1477",0,70,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-17T00:00:00Z","1477",0,191,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-17T00:00:00Z","1477",1,158,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-17T00:00:00Z","1477",4,390,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-17T00:00:00Z","1477",2,29,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-17T00:00:00Z","1477",0,223,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-17T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-17T00:00:00Z","1477",1,212,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-18T00:00:00Z","1477",4,352,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-18T00:00:00Z","1477",2,373,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-18T00:00:00Z","1477",0,32,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-18T00:00:00Z","1477",2,45,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-18T00:00:00Z","1477",0,127,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-18T00:00:00Z","1477",2,191,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-18T00:00:00Z","1477",0,133,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-18T00:00:00Z","1477",1,30,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-18T00:00:00Z","1477",0,52,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-18T00:00:00Z","1477",0,12,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-18T00:00:00Z","1477",4,173,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-19T00:00:00Z","1477",2,303,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-19T00:00:00Z","1477",3,273,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-19T00:00:00Z","1477",0,59,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-19T00:00:00Z","1477",0,159,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-19T00:00:00Z","1477",1,21,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-19T00:00:00Z","1477",0,71,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-19T00:00:00Z","1477",0,9,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-19T00:00:00Z","1477",1,98,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-20T00:00:00Z","1477",1,415,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-20T00:00:00Z","1477",0,66,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-20T00:00:00Z","1477",3,95,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-20T00:00:00Z","1477",0,36,"profilaktika"
"UAB ""Baltic Medics""","2020-07-20T00:00:00Z","1477",0,82,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-07-20T00:00:00Z","1477",0,53,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-20T00:00:00Z","1477",0,65,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-20T00:00:00Z","1477",0,46,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-20T00:00:00Z","1477",0,426,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-20T00:00:00Z","1477",0,26,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-20T00:00:00Z","1477",0,139,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-20T00:00:00Z","1477",0,11,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-20T00:00:00Z","1477",0,161,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-21T00:00:00Z","1477",0,51,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-21T00:00:00Z","1477",0,13,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-21T00:00:00Z","1477",0,28,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-21T00:00:00Z","1477",1,48,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-21T00:00:00Z","1477",0,85,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-21T00:00:00Z","1477",1,69,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-21T00:00:00Z","1477",0,373,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-21T00:00:00Z","1477",6,100,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-22T00:00:00Z","1477",0,19,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-22T00:00:00Z","1477",0,35,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-22T00:00:00Z","1477",0,1,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-22T00:00:00Z","1477",0,15,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-22T00:00:00Z","1477",1,38,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-22T00:00:00Z","1477",0,133,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-22T00:00:00Z","1477",3,63,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-22T00:00:00Z","1477",1,324,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-22T00:00:00Z","1477",2,39,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-23T00:00:00Z","1477",0,57,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-23T00:00:00Z","1477",0,28,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-23T00:00:00Z","1477",0,1,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-23T00:00:00Z","1477",0,10,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-23T00:00:00Z","1477",3,35,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-23T00:00:00Z","1477",0,12,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-23T00:00:00Z","1477",1,4,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-23T00:00:00Z","1477",2,364,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-23T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-23T00:00:00Z","1477",2,84,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-24T00:00:00Z","1477",0,15,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-24T00:00:00Z","1477",0,25,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-24T00:00:00Z","1477",0,1,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-24T00:00:00Z","1477",0,5,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-24T00:00:00Z","1477",2,120,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-24T00:00:00Z","1477",0,23,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-24T00:00:00Z","1477",2,1,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-24T00:00:00Z","1477",0,335,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-24T00:00:00Z","1477",4,10,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-25T00:00:00Z","1477",0,24,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-25T00:00:00Z","1477",0,22,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-25T00:00:00Z","1477",0,11,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-25T00:00:00Z","1477",0,11,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-25T00:00:00Z","1477",4,7,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-25T00:00:00Z","1477",0,139,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-25T00:00:00Z","1477",1,0,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-25T00:00:00Z","1477",6,2,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-26T00:00:00Z","1477",0,90,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-26T00:00:00Z","1477",0,1,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-26T00:00:00Z","1477",0,6,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-26T00:00:00Z","1477",0,132,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-26T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-26T00:00:00Z","1477",0,22,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-27T00:00:00Z","1477",0,3,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-27T00:00:00Z","1477",0,11,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-27T00:00:00Z","1477",0,85,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-27T00:00:00Z","1477",3,47,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-27T00:00:00Z","1477",0,326,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-27T00:00:00Z","1477",0,44,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-27T00:00:00Z","1477",8,3,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-28T00:00:00Z","1477",9,331,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-28T00:00:00Z","1477",2,5,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-28T00:00:00Z","1477",3,179,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-28T00:00:00Z","1477",0,39,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-28T00:00:00Z","1477",2,68,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-07-28T00:00:00Z","1477",0,29,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-28T00:00:00Z","1477",0,73,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-28T00:00:00Z","1477",0,117,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-28T00:00:00Z","1477",3,422,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-28T00:00:00Z","1477",1,492,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-28T00:00:00Z","1477",7,167,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-29T00:00:00Z","1477",23,1045,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-29T00:00:00Z","1477",1,229,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-29T00:00:00Z","1477",21,1609,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-29T00:00:00Z","1477",0,139,"profilaktika"
"UAB ""Baltic Medics""","2020-07-29T00:00:00Z","1477",0,104,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-29T00:00:00Z","1477",5,87,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-07-29T00:00:00Z","1477",1,357,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-29T00:00:00Z","1477",0,344,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-29T00:00:00Z","1477",19,536,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-29T00:00:00Z","1477",0,345,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-29T00:00:00Z","1477",0,47,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-29T00:00:00Z","1477",1,565,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-29T00:00:00Z","1477",0,16,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-29T00:00:00Z","1477",14,182,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-30T00:00:00Z","1477",5,1537,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-30T00:00:00Z","1477",0,238,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-30T00:00:00Z","1477",1,748,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-30T00:00:00Z","1477",0,53,"profilaktika"
"UAB ""Baltic Medics""","2020-07-30T00:00:00Z","1477",0,94,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-30T00:00:00Z","1477",1,179,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-07-30T00:00:00Z","1477",0,78,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-30T00:00:00Z","1477",0,391,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-30T00:00:00Z","1477",0,459,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-30T00:00:00Z","1477",0,392,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-30T00:00:00Z","1477",0,86,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-30T00:00:00Z","1477",0,572,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-30T00:00:00Z","1477",0,30,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-30T00:00:00Z","1477",4,187,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-07-31T00:00:00Z","1477",6,1564,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-07-31T00:00:00Z","1477",0,426,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-07-31T00:00:00Z","1477",1,558,"profilaktika"
"Nacionalinis vėžio institutas","2020-07-31T00:00:00Z","1477",0,100,"profilaktika"
"UAB ""Baltic Medics""","2020-07-31T00:00:00Z","1477",0,38,"profilaktika"
"UAB ""Invitro diagnostika""","2020-07-31T00:00:00Z","1477",11,171,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-07-31T00:00:00Z","1477",0,47,"profilaktika"
"UAB Diagnostikos laboratorija","2020-07-31T00:00:00Z","1477",2,470,"profilaktika"
"UAB Medicina practica laboratorija","2020-07-31T00:00:00Z","1477",0,588,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-07-31T00:00:00Z","1477",4,377,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-07-31T00:00:00Z","1477",0,71,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-07-31T00:00:00Z","1477",1,223,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-07-31T00:00:00Z","1477",0,36,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-07-31T00:00:00Z","1477",2,234,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-08-01T00:00:00Z","1477",5,877,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-08-01T00:00:00Z","1477",1,194,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-08-01T00:00:00Z","1477",2,425,"profilaktika"
"UAB Diagnostikos laboratorija","2020-08-01T00:00:00Z","1477",0,173,"profilaktika"
"UAB Medicina practica laboratorija","2020-08-01T00:00:00Z","1477",2,235,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-08-01T00:00:00Z","1477",4,145,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-08-01T00:00:00Z","1477",0,38,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-08-01T00:00:00Z","1477",0,101,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-08-01T00:00:00Z","1477",2,94,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-08-02T00:00:00Z","1477",4,545,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-08-02T00:00:00Z","1477",1,183,"profilaktika"
"UAB ""Baltic Medics""","2020-08-02T00:00:00Z","1477",0,1,"profilaktika"
"UAB Diagnostikos laboratorija","2020-08-02T00:00:00Z","1477",0,111,"profilaktika"
"UAB Medicina practica laboratorija","2020-08-02T00:00:00Z","1477",2,138,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-08-02T00:00:00Z","1477",0,145,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-08-02T00:00:00Z","1477",0,51,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-08-02T00:00:00Z","1477",0,69,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-08-02T00:00:00Z","1477",0,7,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-08-02T00:00:00Z","1477",0,105,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-08-03T00:00:00Z","1477",7,970,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-08-03T00:00:00Z","1477",0,50,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-08-03T00:00:00Z","1477",1,372,"profilaktika"
"Nacionalinis vėžio institutas","2020-08-03T00:00:00Z","1477",0,104,"profilaktika"
